GAME_ID,home_team_id,home_team_name,away_team_id,away_team_name,pts_diff,ast_diff,blk_diff,fg_pct_diff,plus_minus_diff,reb_diff,stl_diff,tov_diff,home_win
0022200570,1610612741,Chicago Bulls,1610612751,Brooklyn Nets,9,-3,0,0.069,18,12,-2,6,1
0022200571,1610612750,Minnesota Timberwolves,1610612757,Portland Trail Blazers,7,7,-1,0.07300000000000001,14,-6,0,-3,1
0022200572,1610612740,New Orleans Pelicans,1610612745,Houston Rockets,11,0,2,0.018000000000000016,22,8,-4,2,1
0022200573,1610612744,Golden State Warriors,1610612765,Detroit Pistons,-3,2,3,0.028000000000000025,-6,-1,-6,4,0
0022200574,1610612747,Los Angeles Lakers,1610612748,Miami Heat,3,-4,0,0.04099999999999998,6,-1,1,4,1
0022200575,1610612758,Sacramento Kings,1610612737,Atlanta Hawks,-3,5,-1,-0.07,-6,-2,0,-5,0
0022200576,1610612753,Orlando Magic,1610612763,Memphis Grizzlies,-8,-1,0,-0.057999999999999996,-16,-10,1,-2,0
0022200577,1610612742,Dallas Mavericks,1610612738,Boston Celtics,-29,-14,-5,-0.10999999999999999,-58,-10,-2,0,0
0022200578,1610612745,Houston Rockets,1610612762,Utah Jazz,-17,-14,-2,-0.08200000000000002,-34,7,-6,7,0
0022200579,1610612743,Denver Nuggets,1610612746,LA Clippers,31,4,2,0.132,62,16,-1,4,1
0022200580,1610612754,Indiana Pacers,1610612757,Portland Trail Blazers,9,-8,5,0.04799999999999999,18,-11,6,-4,1
0022200581,1610612755,Philadelphia 76ers,1610612741,Chicago Bulls,-14,-5,-1,-0.13599999999999995,-28,-7,3,-5,0
0022200582,1610612761,Toronto Raptors,1610612752,New York Knicks,-4,3,-1,-0.04799999999999999,-8,-5,4,-6,0
0022200583,1610612749,Milwaukee Bucks,1610612766,Charlotte Hornets,-29,-10,1,-0.08000000000000002,-58,-4,-6,12,0
0022200584,1610612760,Oklahoma City Thunder,1610612764,Washington Wizards,17,9,4,0.029000000000000026,34,-5,3,-10,1
0022200585,1610612759,San Antonio Spurs,1610612765,Detroit Pistons,12,4,4,0.08300000000000007,24,7,-3,2,1
0022200586,1610612740,New Orleans Pelicans,1610612751,Brooklyn Nets,-6,-10,-8,-0.03699999999999998,-12,8,-1,3,0
0022200587,1610612750,Minnesota Timberwolves,1610612746,LA Clippers,13,6,4,0.12799999999999995,26,5,-9,10,1
0022200588,1610612743,Denver Nuggets,1610612739,Cleveland Cavaliers,13,-2,-1,0.07600000000000001,26,9,-2,7,1
0022200589,1610612756,Phoenix Suns,1610612748,Miami Heat,-8,3,-1,-0.008000000000000007,-16,7,-5,1,0
0022200590,1610612747,Los Angeles Lakers,1610612737,Atlanta Hawks,16,9,0,0.09000000000000002,32,12,-2,6,1
0022200591,1610612759,San Antonio Spurs,1610612738,Boston Celtics,-5,-5,-7,-0.0050000000000000044,-10,8,0,-1,0
0022200592,1610612741,Chicago Bulls,1610612762,Utah Jazz,8,-14,2,0.03500000000000003,16,5,-2,0,1
0022200593,1610612742,Dallas Mavericks,1610612740,New Orleans Pelicans,10,-3,3,0.08899999999999997,20,-5,-9,4,1
0022200594,1610612744,Golden State Warriors,1610612753,Orlando Magic,-14,0,-1,-0.131,-28,5,-5,5,0
0022200595,1610612758,Sacramento Kings,1610612747,Los Angeles Lakers,-2,-1,1,-0.08699999999999997,-4,-4,1,-3,0
0022200596,1610612765,Detroit Pistons,1610612755,Philadelphia 76ers,-12,1,-3,0.017000000000000015,-24,-1,-3,9,0
0022200597,1610612761,Toronto Raptors,1610612757,Portland Trail Blazers,12,7,4,-0.007000000000000006,24,-1,7,-14,1
0022200598,1610612754,Indiana Pacers,1610612766,Charlotte Hornets,5,2,3,0.0050000000000000044,10,-8,6,-2,1
0022200599,1610612748,Miami Heat,1610612751,Brooklyn Nets,-1,0,-4,-0.10000000000000003,-2,1,0,-7,0
0022200600,1610612763,Memphis Grizzlies,1610612762,Utah Jazz,5,-1,-2,-0.06,10,-7,9,-11,1
0022200601,1610612745,Houston Rockets,1610612750,Minnesota Timberwolves,-8,3,3,-0.04799999999999999,-16,-3,0,1,0
0022200602,1610612760,Oklahoma City Thunder,1610612742,Dallas Mavericks,11,6,7,0.059,22,9,2,-5,1
0022200603,1610612756,Phoenix Suns,1610612739,Cleveland Cavaliers,-14,-7,-3,-0.13699999999999996,-28,-3,-1,2,0
0022200604,1610612746,LA Clippers,1610612737,Atlanta Hawks,-4,3,-4,-0.10499999999999998,-8,16,-1,2,0
0022200605,1610612764,Washington Wizards,1610612740,New Orleans Pelicans,-20,2,-4,-0.015000000000000013,-40,-7,-4,10,0
0022200606,1610612738,Boston Celtics,1610612741,Chicago Bulls,8,6,6,-0.016000000000000014,16,8,-4,1,1
0022200607,1610612752,New York Knicks,1610612749,Milwaukee Bucks,-4,-11,-4,-0.057999999999999996,-8,0,5,-7,0
0022200608,1610612763,Memphis Grizzlies,1610612759,San Antonio Spurs,8,-2,6,0.04099999999999998,16,8,1,0,1
0022200609,1610612743,Denver Nuggets,1610612747,Los Angeles Lakers,13,9,9,0.02400000000000002,26,11,-5,3,1
0022200610,1610612758,Sacramento Kings,1610612753,Orlando Magic,25,15,-6,0.08000000000000002,50,7,-3,-2,1
0022200611,1610612748,Miami Heat,1610612760,Oklahoma City Thunder,1,-9,1,-0.09199999999999997,2,-3,2,1,1
0022200612,1610612755,Philadelphia 76ers,1610612765,Detroit Pistons,31,13,3,0.20299999999999996,62,29,-2,8,1
0022200613,1610612761,Toronto Raptors,1610612766,Charlotte Hornets,12,-1,0,-0.052000000000000046,24,15,-2,1,1
0022200614,1610612762,Utah Jazz,1610612739,Cleveland Cavaliers,2,3,-4,-0.030000000000000027,4,17,-4,11,1
0022200615,1610612744,Golden State Warriors,1610612756,Phoenix Suns,-12,-2,-5,-0.07100000000000001,-24,-12,8,-5,0
0022200616,1610612757,Portland Trail Blazers,1610612753,Orlando Magic,-3,3,5,-0.030000000000000027,-6,8,0,1,0
0022200617,1610612746,LA Clippers,1610612742,Dallas Mavericks,12,5,-2,0.018000000000000016,24,14,2,-2,1
0022200618,1610612765,Detroit Pistons,1610612750,Minnesota Timberwolves,17,8,5,0.11099999999999999,34,2,3,-2,1
0022200619,1610612764,Washington Wizards,1610612741,Chicago Bulls,3,5,-3,-0.0030000000000000027,6,13,-2,6,1
0022200620,1610612737,Atlanta Hawks,1610612749,Milwaukee Bucks,-9,-3,-1,-0.01100000000000001,-18,-16,-1,0,0
0022200621,1610612738,Boston Celtics,1610612740,New Orleans Pelicans,11,2,1,-0.03300000000000003,22,17,2,0,1
0022200622,1610612752,New York Knicks,1610612754,Indiana Pacers,6,-6,-1,-0.025999999999999968,12,9,1,2,1
0022200623,1610612763,Memphis Grizzlies,1610612759,San Antonio Spurs,6,-14,-3,0.04799999999999999,12,9,-1,2,1
0022200624,1610612743,Denver Nuggets,1610612756,Phoenix Suns,29,2,2,0.13199999999999995,58,-6,5,-9,1
0022200625,1610612758,Sacramento Kings,1610612745,Houston Rockets,20,-2,1,0.020999999999999963,40,-3,-3,-5,1
0022200626,1610612755,Philadelphia 76ers,1610612760,Oklahoma City Thunder,-19,2,-3,-0.069,-38,0,-3,6,0
0022200627,1610612751,Brooklyn Nets,1610612738,Boston Celtics,-11,3,3,-0.024999999999999967,-22,-17,4,-2,0
0022200628,1610612748,Miami Heat,1610612749,Milwaukee Bucks,6,2,-1,0.03999999999999998,12,22,-2,2,1
0022200629,1610612761,Toronto Raptors,1610612766,Charlotte Hornets,10,3,-1,-0.014000000000000012,20,-10,9,-13,1
0022200630,1610612747,Los Angeles Lakers,1610612742,Dallas Mavericks,-4,-1,-5,-0.10699999999999998,-8,2,3,-9,0
0022200631,1610612757,Portland Trail Blazers,1610612739,Cleveland Cavaliers,-6,-11,3,0.019000000000000017,-12,-8,0,6,0
0022200632,1610612765,Detroit Pistons,1610612740,New Orleans Pelicans,-6,-9,0,-0.010000000000000009,-12,-6,0,-4,0
0022200633,1610612754,Indiana Pacers,1610612737,Atlanta Hawks,-2,-2,0,-0.03999999999999998,-4,1,2,-2,0
0022200634,1610612764,Washington Wizards,1610612752,New York Knicks,-4,3,-2,-0.059,-8,-4,0,1,0
0022200635,1610612759,San Antonio Spurs,1610612744,Golden State Warriors,-31,-7,-3,-0.09000000000000002,-62,-17,-3,2,0
0022200636,1610612741,Chicago Bulls,1610612760,Oklahoma City Thunder,-14,8,-1,-0.064,-28,-4,-5,5,0
0022200637,1610612750,Minnesota Timberwolves,1610612756,Phoenix Suns,5,-4,0,0.04500000000000004,10,-6,3,-4,1
0022200638,1610612762,Utah Jazz,1610612753,Orlando Magic,4,-8,8,-0.0040000000000000036,8,19,-4,9,1
0022200639,1610612746,LA Clippers,1610612743,Denver Nuggets,-12,-4,-1,-0.029000000000000026,-24,0,-1,1,0
0022200640,1610612758,Sacramento Kings,1610612745,Houston Rockets,25,11,4,0.07400000000000007,50,12,0,-1,1
0022200641,1610612748,Miami Heat,1610612749,Milwaukee Bucks,16,-9,1,0.11199999999999999,32,19,2,1,1
0022200642,1610612766,Charlotte Hornets,1610612738,Boston Celtics,-16,-14,-2,-0.008999999999999952,-32,0,-5,4,0
0022200643,1610612754,Indiana Pacers,1610612763,Memphis Grizzlies,-18,-6,0,-0.18300000000000005,-36,4,-6,4,0
0022200644,1610612761,Toronto Raptors,1610612737,Atlanta Hawks,-11,0,-1,-0.09800000000000003,-22,3,3,2,0
0022200645,1610612750,Minnesota Timberwolves,1610612739,Cleveland Cavaliers,8,-2,3,0.07599999999999996,16,-9,5,-3,1
0022200646,1610612762,Utah Jazz,1610612755,Philadelphia 76ers,-1,-3,1,0.02899999999999997,-2,11,0,4,0
0022200647,1610612757,Portland Trail Blazers,1610612742,Dallas Mavericks,17,6,1,0.03300000000000003,34,22,3,1,1
0022200648,1610612765,Detroit Pistons,1610612752,New York Knicks,-13,6,-2,-0.009000000000000008,-26,-14,1,4,0
0022200649,1610612746,LA Clippers,1610612745,Houston Rockets,21,-1,0,0.07100000000000001,42,5,5,-3,1
0022200650,1610612741,Chicago Bulls,1610612744,Golden State Warriors,14,-6,-3,0.01100000000000001,28,-2,6,-13,1
0022200651,1610612751,Brooklyn Nets,1610612760,Oklahoma City Thunder,-10,3,0,-0.015000000000000013,-20,1,-1,7,0
0022200652,1610612759,San Antonio Spurs,1610612758,Sacramento Kings,-13,3,1,-0.03500000000000003,-26,2,-4,4,0
0022200653,1610612743,Denver Nuggets,1610612753,Orlando Magic,3,8,3,0.051000000000000045,6,2,3,3,1
0022200654,1610612757,Portland Trail Blazers,1610612742,Dallas Mavericks,17,-3,4,0.044999999999999984,34,2,0,-1,1
0022200655,1610612747,Los Angeles Lakers,1610612755,Philadelphia 76ers,-1,-1,-1,0.04600000000000004,-2,0,1,1,0
0022200656,1610612766,Charlotte Hornets,1610612738,Boston Celtics,-12,-8,-2,-0.03799999999999998,-24,-9,6,-7,0
0022200657,1610612749,Milwaukee Bucks,1610612754,Indiana Pacers,13,3,-4,0.015000000000000013,26,4,3,-2,1
0022200658,1610612739,Cleveland Cavaliers,1610612740,New Orleans Pelicans,10,-4,3,-0.019000000000000017,20,15,-4,-2,1
0022200659,1610612752,New York Knicks,1610612761,Toronto Raptors,-2,-10,-7,0.02799999999999997,-4,12,-5,6,0
0022200660,1610612764,Washington Wizards,1610612744,Golden State Warriors,-9,3,1,-0.007000000000000006,-18,-7,-1,2,0
0022200661,1610612737,Atlanta Hawks,1610612748,Miami Heat,8,-3,1,0.10899999999999999,16,-13,-1,0,1
0022200662,1610612750,Minnesota Timberwolves,1610612762,Utah Jazz,-1,3,1,-0.08100000000000002,-2,-9,9,-12,0
0022200663,1610612763,Memphis Grizzlies,1610612756,Phoenix Suns,30,-4,2,0.09300000000000003,60,14,4,-4,1
0022200664,1610612747,Los Angeles Lakers,1610612745,Houston Rockets,8,-5,-2,0.04800000000000004,16,-9,4,-6,1
0022200665,1610612749,Milwaukee Bucks,1610612761,Toronto Raptors,8,4,0,0.08000000000000002,16,-8,-2,3,1
0022200666,1610612759,San Antonio Spurs,1610612751,Brooklyn Nets,8,1,-4,-0.03899999999999998,16,5,2,-5,1
0022200667,1610612743,Denver Nuggets,1610612757,Portland Trail Blazers,9,11,2,0.04199999999999998,18,7,5,-1,1
0022200668,1610612746,LA Clippers,1610612755,Philadelphia 76ers,-10,-5,1,-0.03400000000000003,-20,0,-8,4,0
0022200669,1610612752,New York Knicks,1610612764,Washington Wizards,-11,-14,-5,-0.025000000000000022,-22,-3,4,-5,0
0022200670,1610612742,Dallas Mavericks,1610612737,Atlanta Hawks,-8,-2,-1,-0.04599999999999993,-16,-4,-2,4,0
0022200671,1610612745,Houston Rockets,1610612766,Charlotte Hornets,-5,-6,-5,0.0050000000000000044,-10,10,-10,10,0
0022200672,1610612763,Memphis Grizzlies,1610612739,Cleveland Cavaliers,1,-7,0,-0.057999999999999996,2,-5,6,-11,1
0022200673,1610612740,New Orleans Pelicans,1610612748,Miami Heat,-26,-10,1,-0.069,-52,-5,-6,7,0
0022200674,1610612760,Oklahoma City Thunder,1610612754,Indiana Pacers,20,18,-3,0.09000000000000002,40,-6,3,-5,1
0022200675,1610612762,Utah Jazz,1610612746,LA Clippers,23,3,1,0.11499999999999999,46,-6,3,-5,1
0022200676,1610612743,Denver Nuggets,1610612750,Minnesota Timberwolves,4,1,-8,0.010000000000000009,8,-2,4,-3,1
0022200677,1610612747,Los Angeles Lakers,1610612758,Sacramento Kings,-5,3,-2,-0.01100000000000001,-10,-11,6,-4,0
0022200678,1610612765,Detroit Pistons,1610612741,Chicago Bulls,-18,2,-5,-0.14100000000000001,-36,1,-4,3,0
0022200679,1610612738,Boston Celtics,1610612744,Golden State Warriors,3,-7,-2,-0.0020000000000000018,6,16,0,1,1
0022200680,1610612750,Minnesota Timberwolves,1610612761,Toronto Raptors,2,5,-1,-0.02300000000000002,4,-1,4,-1,1
0022200681,1610612756,Phoenix Suns,1610612751,Brooklyn Nets,5,3,-3,-0.065,10,15,-6,3,1
0022200682,1610612757,Portland Trail Blazers,1610612755,Philadelphia 76ers,-10,-5,-5,-0.13,-20,1,-4,1,0
0022200683,1610612753,Orlando Magic,1610612740,New Orleans Pelicans,13,-1,0,0.069,26,3,-7,4,1
0022200684,1610612737,Atlanta Hawks,1610612752,New York Knicks,15,0,1,-0.029999999999999916,30,5,1,-5,1
0022200685,1610612739,Cleveland Cavaliers,1610612744,Golden State Warriors,-6,-1,4,0.01200000000000001,-12,-10,-2,-3,0
0022200686,1610612742,Dallas Mavericks,1610612748,Miami Heat,25,6,0,-0.014999999999999958,50,-2,4,-6,1
0022200687,1610612759,San Antonio Spurs,1610612746,LA Clippers,-5,3,-1,-0.05700000000000005,-10,2,-1,-2,0
0022200688,1610612743,Denver Nuggets,1610612754,Indiana Pacers,23,15,2,0.174,46,-1,9,-3,1
0022200689,1610612762,Utah Jazz,1610612751,Brooklyn Nets,-11,-2,-5,-0.11800000000000005,-22,4,-1,0,0
0022200690,1610612747,Los Angeles Lakers,1610612763,Memphis Grizzlies,1,0,0,-0.013000000000000012,2,-16,1,-4,1
0022200691,1610612758,Sacramento Kings,1610612760,Oklahoma City Thunder,5,4,1,-0.013000000000000012,10,17,-3,6,1
0022200692,1610612761,Toronto Raptors,1610612738,Boston Celtics,-2,-1,1,0.08800000000000002,-4,0,-2,-1,0
0022200693,1610612764,Washington Wizards,1610612753,Orlando Magic,20,10,-5,0.07,40,5,3,-3,1
0022200694,1610612737,Atlanta Hawks,1610612766,Charlotte Hornets,-4,-4,2,0.03600000000000003,-8,4,-6,6,0
0022200695,1610612739,Cleveland Cavaliers,1610612749,Milwaukee Bucks,12,9,-3,0.10500000000000004,24,5,6,-7,1
0022200696,1610612750,Minnesota Timberwolves,1610612745,Houston Rockets,9,-4,3,-0.022999999999999965,18,-26,8,-11,1
0022200697,1610612756,Phoenix Suns,1610612754,Indiana Pacers,5,5,4,0.04299999999999998,10,7,-1,0,1
0022200698,1610612758,Sacramento Kings,1610612755,Philadelphia 76ers,-2,1,2,0.02100000000000002,-4,-17,2,-6,0
0022200699,1610612748,Miami Heat,1610612740,New Orleans Pelicans,4,-7,-3,-0.035999999999999976,8,1,-1,-3,1
0022200700,1610612761,Toronto Raptors,1610612752,New York Knicks,9,-9,0,-0.03199999999999997,18,-2,8,-9,1
0022200701,1610612742,Dallas Mavericks,1610612746,LA Clippers,-14,-5,0,-0.017000000000000015,-28,-8,-3,-1,0
0022200702,1610612743,Denver Nuggets,1610612760,Oklahoma City Thunder,-2,1,0,-0.010000000000000009,-4,-8,3,1,0
0022200703,1610612756,Phoenix Suns,1610612763,Memphis Grizzlies,2,-3,1,0.008000000000000007,4,-12,2,-3,1
0022200704,1610612744,Golden State Warriors,1610612751,Brooklyn Nets,-4,-2,-5,-0.08800000000000002,-8,0,6,-4,0
0022200705,1610612757,Portland Trail Blazers,1610612747,Los Angeles Lakers,-9,1,2,-0.09300000000000003,-18,-13,0,-1,0
0022200706,1610612765,Detroit Pistons,1610612749,Milwaukee Bucks,-20,-12,-3,-0.06700000000000006,-40,-9,-1,1,0
0022200707,1610612753,Orlando Magic,1610612738,Boston Celtics,15,-2,-1,0.07800000000000001,30,3,5,-7,1
0022200708,1610612741,Chicago Bulls,1610612737,Atlanta Hawks,11,4,-1,0.0040000000000000036,22,4,7,-8,1
0022200709,1610612745,Houston Rockets,1610612750,Minnesota Timberwolves,5,5,-2,0.04899999999999999,10,6,3,4,1
0022200710,1610612762,Utah Jazz,1610612766,Charlotte Hornets,18,3,-3,0.02999999999999997,36,4,0,1,1
0022200711,1610612757,Portland Trail Blazers,1610612759,San Antonio Spurs,20,4,0,0.07599999999999996,40,-4,4,-5,1
0022200712,1610612758,Sacramento Kings,1610612763,Memphis Grizzlies,33,9,2,0.14900000000000008,66,22,-4,10,1
0022200713,1610612754,Indiana Pacers,1610612741,Chicago Bulls,6,5,5,-0.065,12,0,4,-8,1
0022200714,1610612748,Miami Heat,1610612738,Boston Celtics,3,0,-4,-0.07,6,7,2,-9,1
0022200715,1610612752,New York Knicks,1610612739,Cleveland Cavaliers,2,-4,-1,0.032999999999999974,4,1,-4,5,1
0022200716,1610612740,New Orleans Pelicans,1610612743,Denver Nuggets,-1,-9,-2,-0.04099999999999998,-2,9,-3,4,0
0022200717,1610612742,Dallas Mavericks,1610612764,Washington Wizards,-1,-4,-1,0.02200000000000002,-2,-3,-1,-2,0
0022200718,1610612756,Phoenix Suns,1610612766,Charlotte Hornets,31,19,5,0.09399999999999997,62,15,-7,4,1
0022200719,1610612747,Los Angeles Lakers,1610612746,LA Clippers,-18,-4,-5,-0.16499999999999998,-36,-15,4,-8,0
0022200720,1610612753,Orlando Magic,1610612754,Indiana Pacers,6,9,2,0.07900000000000007,12,2,-6,1,1
0022200721,1610612755,Philadelphia 76ers,1610612751,Brooklyn Nets,4,-3,0,-0.133,8,5,7,-5,1
0022200722,1610612745,Houston Rockets,1610612764,Washington Wizards,-5,2,3,0.034999999999999976,-10,9,-8,6,0
0022200723,1610612749,Milwaukee Bucks,1610612743,Denver Nuggets,8,-5,2,0.08199999999999996,16,-2,2,4,1
0022200724,1610612740,New Orleans Pelicans,1610612750,Minnesota Timberwolves,-9,2,2,-0.05299999999999999,-18,6,-4,6,0
0022200725,1610612760,Oklahoma City Thunder,1610612737,Atlanta Hawks,-5,5,-4,-0.07499999999999996,-10,-9,7,-5,0
0022200726,1610612744,Golden State Warriors,1610612763,Memphis Grizzlies,2,7,2,0.029000000000000026,4,8,-3,8,1
0022200727,1610612757,Portland Trail Blazers,1610612762,Utah Jazz,10,-6,-1,0.050999999999999934,20,6,4,-3,1
0022200728,1610612758,Sacramento Kings,1610612761,Toronto Raptors,-18,1,-6,-0.016000000000000014,-36,-7,-6,9,0
0022200729,1610612747,Los Angeles Lakers,1610612759,San Antonio Spurs,9,3,7,0.067,18,8,1,6,1
0022200730,1610612738,Boston Celtics,1610612752,New York Knicks,-3,5,-1,-0.04800000000000004,-6,4,-1,3,0
0022200731,1610612751,Brooklyn Nets,1610612765,Detroit Pistons,-8,-3,1,-0.04799999999999999,-16,-8,-7,5,0
0022200732,1610612766,Charlotte Hornets,1610612741,Chicago Bulls,15,8,3,0.05700000000000005,30,9,0,3,1
0022200733,1610612745,Houston Rockets,1610612739,Cleveland Cavaliers,-18,-5,2,0.05299999999999999,-36,10,-7,12,0
0022200734,1610612756,Phoenix Suns,1610612742,Dallas Mavericks,-4,4,3,-0.02200000000000002,-8,7,1,0,0
0022200735,1610612746,LA Clippers,1610612759,San Antonio Spurs,38,2,8,0.13299999999999995,76,-5,7,-9,1
0022200736,1610612754,Indiana Pacers,1610612749,Milwaukee Bucks,-10,-10,1,0.020000000000000018,-20,-12,-1,-3,0
0022200737,1610612750,Minnesota Timberwolves,1610612763,Memphis Grizzlies,11,9,4,0.10300000000000004,22,-2,-2,-1,1
0022200738,1610612748,Miami Heat,1610612753,Orlando Magic,5,7,0,-0.01899999999999996,10,-3,4,-9,1
0022200739,1610612760,Oklahoma City Thunder,1610612739,Cleveland Cavaliers,12,-8,-3,0.08300000000000002,24,9,-4,5,1
0022200740,1610612744,Golden State Warriors,1610612761,Toronto Raptors,12,16,-3,0.10100000000000003,24,-3,0,4,1
0022200741,1610612755,Philadelphia 76ers,1610612743,Denver Nuggets,7,3,-4,-0.026000000000000023,14,3,4,-3,1
0022200742,1610612751,Brooklyn Nets,1610612752,New York Knicks,7,12,-1,0.018000000000000016,14,-10,1,-2,1
0022200743,1610612765,Detroit Pistons,1610612745,Houston Rockets,-3,3,1,-0.019999999999999962,-6,-13,2,-1,0
0022200744,1610612753,Orlando Magic,1610612741,Chicago Bulls,-19,-1,-6,-0.09899999999999998,-38,-2,0,1,0
0022200745,1610612737,Atlanta Hawks,1610612746,LA Clippers,-7,-1,-3,-0.051000000000000045,-14,10,7,-5,0
0022200746,1610612750,Minnesota Timberwolves,1610612758,Sacramento Kings,7,2,2,0.07400000000000001,14,8,0,11,1
0022200747,1610612740,New Orleans Pelicans,1610612764,Washington Wizards,-10,3,0,-0.031000000000000028,-20,-11,4,-8,0
0022200748,1610612759,San Antonio Spurs,1610612756,Phoenix Suns,-10,1,-2,-0.044999999999999984,-20,1,-1,4,0
0022200749,1610612738,Boston Celtics,1610612747,Los Angeles Lakers,4,-12,9,0.016000000000000014,8,-1,4,0,1
0022200750,1610612762,Utah Jazz,1610612742,Dallas Mavericks,8,0,3,0.03799999999999998,16,18,2,3,1
0022200751,1610612757,Portland Trail Blazers,1610612761,Toronto Raptors,-18,-6,3,0.0040000000000000036,-36,-18,-3,4,0
0022200752,1610612766,Charlotte Hornets,1610612748,Miami Heat,5,-1,3,0.05800000000000005,10,11,-5,8,1
0022200753,1610612763,Memphis Grizzlies,1610612754,Indiana Pacers,12,8,2,0.02699999999999997,24,3,6,-9,1
0022200754,1610612739,Cleveland Cavaliers,1610612746,LA Clippers,23,18,7,0.14799999999999996,46,-10,3,-2,1
0022200755,1610612749,Milwaukee Bucks,1610612740,New Orleans Pelicans,25,2,1,0.11100000000000004,50,19,0,0,1
0022200756,1610612755,Philadelphia 76ers,1610612753,Orlando Magic,-10,5,-3,0.046999999999999986,-20,-5,-3,9,0
0022200757,1610612751,Brooklyn Nets,1610612747,Los Angeles Lakers,17,0,6,0.08099999999999996,34,-3,7,-3,1
0022200758,1610612750,Minnesota Timberwolves,1610612758,Sacramento Kings,-7,6,0,-0.007999999999999952,-14,-1,-8,6,0
0022200759,1610612760,Oklahoma City Thunder,1610612744,Golden State Warriors,-8,-14,0,-0.016000000000000014,-16,-1,1,2,0
0022200760,1610612759,San Antonio Spurs,1610612764,Washington Wizards,-21,-6,-2,-0.12500000000000006,-42,-2,-1,-4,0
0022200761,1610612742,Dallas Mavericks,1610612765,Detroit Pistons,6,-1,-5,0.03799999999999998,12,0,-3,-3,1
0022200762,1610612756,Phoenix Suns,1610612761,Toronto Raptors,8,9,0,0.044999999999999984,16,-2,1,-2,1
0022200763,1610612757,Portland Trail Blazers,1610612737,Atlanta Hawks,4,-2,7,0.07600000000000001,8,-13,-3,1,1
0022200764,1610612739,Cleveland Cavaliers,1610612748,Miami Heat,-3,11,3,0.045999999999999985,-6,-6,2,-2,0
0022200765,1610612752,New York Knicks,1610612747,Los Angeles Lakers,-6,-2,2,-0.067,-12,1,0,-5,0
0022200766,1610612741,Chicago Bulls,1610612746,LA Clippers,-5,2,0,0.09599999999999997,-10,7,-9,12,0
0022200767,1610612749,Milwaukee Bucks,1610612766,Charlotte Hornets,9,-9,2,0.03199999999999997,18,4,1,1,1
0022200768,1610612743,Denver Nuggets,1610612740,New Orleans Pelicans,9,5,1,0.0,18,8,-6,3,1
0022200769,1610612765,Detroit Pistons,1610612764,Washington Wizards,-2,2,-2,-0.06799999999999995,-4,-7,-3,-3,0
0022200770,1610612755,Philadelphia 76ers,1610612753,Orlando Magic,11,15,0,0.056999999999999995,22,-3,-3,4,1
0022200771,1610612763,Memphis Grizzlies,1610612757,Portland Trail Blazers,-10,4,2,0.0,-20,3,5,0,0
0022200772,1610612738,Boston Celtics,1610612751,Brooklyn Nets,43,9,3,0.16699999999999998,86,25,-4,5,1
0022200773,1610612745,Houston Rockets,1610612760,Oklahoma City Thunder,6,-2,6,0.067,12,13,-5,8,1
0022200774,1610612750,Minnesota Timberwolves,1610612744,Golden State Warriors,5,5,3,0.016000000000000014,10,-5,-2,-6,1
0022200775,1610612759,San Antonio Spurs,1610612758,Sacramento Kings,-10,5,-2,0.01200000000000001,-20,6,-5,8,0
0022200776,1610612762,Utah Jazz,1610612761,Toronto Raptors,3,2,9,0.07500000000000001,6,-3,-8,8,1
0022200777,1610612756,Phoenix Suns,1610612737,Atlanta Hawks,-32,-10,-1,-0.16399999999999998,-64,-1,2,4,0
0022200778,1610612754,Indiana Pacers,1610612747,Los Angeles Lakers,-1,1,1,0.02699999999999997,-2,-5,0,3,0
0022200779,1610612739,Cleveland Cavaliers,1610612763,Memphis Grizzlies,15,11,2,0.06700000000000006,30,-3,4,-2,1
0022200780,1610612752,New York Knicks,1610612748,Miami Heat,2,1,-3,0.033999999999999975,4,11,0,7,1
0022200781,1610612741,Chicago Bulls,1610612766,Charlotte Hornets,16,5,-1,0.10000000000000003,32,-5,3,-1,1
0022200782,1610612742,Dallas Mavericks,1610612740,New Orleans Pelicans,5,-11,-2,-0.065,10,-14,4,-9,1
0022200783,1610612743,Denver Nuggets,1610612744,Golden State Warriors,17,10,-2,0.06099999999999994,34,-4,6,-4,1
0022200784,1610612749,Milwaukee Bucks,1610612746,LA Clippers,1,1,-4,0.02200000000000002,2,4,-6,3,1
0022200785,1610612765,Detroit Pistons,1610612766,Charlotte Hornets,6,5,1,0.068,12,14,-9,9,1
0022200786,1610612754,Indiana Pacers,1610612758,Sacramento Kings,3,4,0,0.019000000000000017,6,-2,7,-2,1
0022200787,1610612764,Washington Wizards,1610612757,Portland Trail Blazers,-8,2,1,0.01100000000000001,-16,3,-1,4,0
0022200788,1610612738,Boston Celtics,1610612756,Phoenix Suns,-12,-10,-3,-0.044999999999999984,-24,-10,-1,6,0
0022200789,1610612745,Houston Rockets,1610612761,Toronto Raptors,-6,1,-3,0.043999999999999984,-12,-3,-4,4,0
0022200790,1610612750,Minnesota Timberwolves,1610612753,Orlando Magic,-7,-2,4,-0.069,-14,-1,-4,3,0
0022200791,1610612759,San Antonio Spurs,1610612755,Philadelphia 76ers,-12,4,-3,0.05499999999999994,-24,-4,-3,7,0
0022200792,1610612762,Utah Jazz,1610612737,Atlanta Hawks,-7,-8,-3,-0.01200000000000001,-14,-2,-4,6,0
0022200793,1610612751,Brooklyn Nets,1610612764,Washington Wizards,2,-1,7,0.019000000000000017,4,0,-6,-1,1
